start month,start year,end month,end year,Lamas num,case num,road num,road name,semel yishuv,shem yishuv,shem medaveach,sug slila,road len,road width,road area,road type,way type
7,2018,9,2018,16885,0 0,0,כביש 334,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",שיקום כביש,6943,13,90259,מצופה אספלט,ראשית
5,2003,12,2003,5192,465 0,0,שהם ברקק,9300,זכרון יעקב,מועצה מקומית זכרון יעקב,סלילת כביש,250,12,3000,מצופה אספלט,עירונית
3,1994,12,1997,2655,1 0,0,הנביאים,6700,טבריה,עיריית טבריה,שיקום כביש,1000,7,7000,מצופה אספלט,עירונית
2,2005,5,2005,6369,0 0,0,גבל,8300,ראשון לציון,עיריית ראשון לציון,שיקום כביש,220,7,1540,מצופה אספלט,עירונית
3,1998,12,1999,2516,0 0,0,העצמאות,9400,יהוד,עיריית יהוד מונסון,הרחבה ושיקום,850,20,17000,מצופה אספלט,ראשית
4,1996,7,1997,3702,1675 0,0,נחלת יצחק,9999,כביש בין ישובים,נתיבי איילון תל אביב,הרחבה ושיקום,520,15,7540,מצופה אספלט,אזורית
9,2019,0,0,18715,,0,מרק אסיה,3652,בית אריה-עופרים,מועצה מקומית בית אריה,סלילת כביש,1800,7,12600,מצופה אספלט,גישה
3,2016,3,2017,15385,0 0,0,גני אביב-12,7000,לוד,עיריית לוד,הרחבת כביש,50,6,300,מרוצף,עירונית
11,2007,2,2008,7695,0 0,0,"מוא""ז מגילות בית הערבה",3645,בית הערבה,,הרחבה ושיקום,1000,5,5000,מצופה אספלט,אזורית
6,2017,6,2017,14695,0 0,0,יד בנימין נחלים,577,יד בנימין,מועצה אזורית נחל שורק,הרחבת כביש,200,2,400,מצופה אספלט,גישה
7,1993,12,1996,2934,5139 0,0,עוקף צפוני,8300,ראשון לציון,עיריית ראשון לציון,סלילת כביש,250,11,2650,מצופה אספלט,עירונית
2,2016,3,2016,14867,5 2016,0,דרך גישה ואדי חמדאן,2730,טייבה,עיריית טייבה,סלילת כביש,460,13,6141,מצופה אספלט,גישה
7,2016,8,2016,14180,673 678,0,בועז-נוגה,4000,חיפה,עיריית חיפה,הרחבת כביש,1000,10,10000,מצופה אספלט,עירונית
11,2012,7,2013,11322,0 0,0,טירת יהודה המשך כביש,663,טירת יהודה,מועצה אזורית חבל מודיעין,שיקום כביש,150,8,1200,מצופה אספלט,עירונית
1,2003,9,2004,5945,0 0,0,המשך כביש כנ' לישוב מזאריב מס' 27,975,זרזיר,,הרחבת כביש,1200,7,8400,מצופה אספלט,עירונית
6,2000,12,2000,3037,24000 0,0,מחלפון מבוא חור,9999,כביש בין ישובים,,סלילת כביש,600,11,6600,מצופה אספלט,ראשית
10,2002,7,2005,4694,77 199 02,0,פוריה מצפה,9999,כביש בין ישובים,,הרחבה ושיקום,2000,15,30000,מצופה אספלט,ראשית
2,2017,10,2018,16376,0 0,0,חיפה,2730,טייבה,עיריית טייבה,סלילת כביש,770,14,10780,מצופה אספלט,גישה
7,2019,7,2019,17303,0 0,0,אצל,8600,רמת גן,עיריית רמת גן,שיקום כביש,420,8,3360,מצופה אספלט,גישה
5,2022,5,2022,20474,4600004889,443,,0,אזור בין עירוני,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",שיקום כביש,227,4,831,מצופה אספלט,אזורית
10,2001,12,2001,1573,0 0,0,כביש 53,7500,סח'נין,עיריית סח'נין,הרחבה ושיקום,500,6,3000,מצופה אספלט,עירונית
11,2021,12,2021,19321,2020-06-01 00:00:00,463,,0,,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",שיקום כביש,1568,9,13955,מצופה אספלט,ראשית
11,1994,5,1996,3365,17825 0,0,באר שבע,9999,כביש בין ישובים,משרד הבינוי והשיכון תל אביב,הרחבת כביש,3920,6,23520,מצופה אספלט,עירונית
10,2011,10,2011,9197,7 11,0,כביש 675,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",שיקום כביש,3,13,39,מצופה אספלט,אזורית
11,1998,11,1998,1970,0 0,0,אנילביץ,8000,צפת,עיריית צפת,הרחבה ושיקום,200,8,1560,מצופה אספלט,עירונית
1,2007,3,2007,7428,0 0,0,כביש 13,1327,מעלה עירון,מועצה מקומית מעלה עירון,סלילת כביש,220,7,1540,מצופה אספלט,עירונית
11,2020,11,2020,18196,0 0,0,שכונת הכרם,256,ניר דוד (תל עמל),מועצה אזורית עמק המעיינות,סלילת כביש,900,8,7200,מצופה אספלט,עירונית
2,2004,2,2004,5715,0 0,0,ניימן,7900,פתח תקווה,עיריית פתח תקווה,הרחבת כביש,18,3,54,מצופה אספלט,אזורית
12,1993,12,1996,3314,17298 0,0,מעלה אדומים,9999,כביש בין ישובים,משרד הבינוי והשיכון תל אביב,הרחבת כביש,6000,7,42000,מצופה אספלט,עירונית
4,1995,12,1996,2176,0 0,0,משולש,8600,רמת גן,עיריית רמת גן,סלילת כביש,550,14,7700,מצופה אספלט,עירונית
12,2001,8,2003,4164,0 0,0,שד' חן,6400,הרצלייה,עיריית הרצליה,הרחבת כביש,120,9,1020,מרוצף,עירונית
8,2015,12,2015,13172,0 0,0,כביש 75+10,511,עילוט,מועצה מקומית עילוט,שיקום כביש,250,10,2500,מצופה אספלט,עירונית
5,2012,10,2012,10667,0 0,0,קבוץ גלויות -שלמה,5000,תל אביב -יפו,נתיבי איילון תל אביב,הרחבה ושיקום,350,29,9999,מצופה אספלט,עירונית
1,2022,12,2022,21070,,0,מונטיפיורי,2400,אור יהודה,עיריית אור-יהודה,שיקום כביש,115,7,805,מצופה אספלט,עירונית
2,2019,10,2019,17222,0 0,0,כביש 406,6000,באקה אל-גרביה,עיריית באקה ג'ת,הרחבה ושיקום,300,12,3600,אחר,עירונית
7,2001,1,2004,2936,8101 0,0,רח' תעשיה,9100,נהרייה,עיריית נהריה,הרחבת כביש,1240,15,18600,מצופה אספלט,עירונית
6,1994,10,1996,1192,0 0,0,פינברג,6500,חדרה,עיריית חדרה,סלילת כביש,300,12,3600,מצופה אספלט,עירונית
11,1998,12,1998,2647,0 0,0,הגנים,9700,,עיריית הוד השרון,הרחבה ושיקום,800,10,8000,מצופה אספלט,ראשית
5,1994,1,1996,3031,483 0,0,גנים-ראש העין,9999,כביש בין ישובים,,הרחבה ושיקום,3500,26,91000,מצופה אספלט,אזורית
10,1994,8,1998,597,0 0,0,בצלאל,3000,ירושלים,עיריית ירושלים,הרחבת כביש,800,14,11200,מצופה אספלט,ראשית
4,2005,4,2005,6271,0 0,0,כיכר כניסה מכבים,1200,"מודיעין-מכבים-רעות,",,שיקום כביש,415,6,2490,מצופה אספלט,גישה
5,2023,5,2023,22300,,0,פנחס לבון,9600,קריית ים,עיריית קרית-ים,סלילת כביש,80,45,3600,מצופה אספלט,עירונית
12,2001,9,2003,5027,4126 1,0,כפר ברא כביש טבעת דרומית,633,כפר ברא,,סלילת כביש,690,8,5520,מצופה אספלט,עירונית
2,2021,3,2021,19143,,0,נצרת,7300,נצרת,עיריית נצרת,הרחבת כביש,150,5,750,אחר,גישה
4,2004,5,2004,5743,0 0,0,השיקמה,6900,כפר סבא,עיריית כפר-סבא,שיקום כביש,380,7,2660,מצופה אספלט,עירונית
10,2014,10,2016,12490,0 0,0,אומדן להרחבת כבישים רבע רביעי 2014,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",הרחבה ושיקום,10000,12,120000,מצופה אספלט,ראשית
3,2012,12,2013,9527,0 0,0,שלמה המלך,9700,,עיריית הוד השרון,הרחבת כביש,100,8,800,מצופה אספלט,אזורית
1,2008,3,2008,7699,0 0,0,מעלה אדומים,3616,מעלה אדומים,,סלילת כביש,400,5,2000,מצופה אספלט,גישה
8,2000,9,2000,1816,0 0,0,שטמפפר,7900,פתח תקווה,עיריית פתח תקווה,שיקום כביש,804,12,9246,מצופה אספלט,ראשית
6,2016,10,2020,17750,0 0,0,גבל מוכבר שיח סעד בדרום,3000,ירושלים,עיריית ירושלים,סלילת כביש,2850,16,45600,מצופה אספלט,עירונית
8,2019,8,2019,17362,0 0,0,הרב אלסאחב,7300,נצרת,עיריית נצרת,הרחבה ושיקום,45,10,450,מצופה אספלט,ראשית
9,2013,10,2013,11250,0 0,0,דרך אלחילה,531,עראבה,מועצה מקומית עראבה,הרחבה ושיקום,120,6,720,מצופה אספלט,עירונית
10,1994,1,1996,3182,0 0,0,גרנות-נחל חדרה,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",הרחבת כביש,48,27,1296,מצופה אספלט,ראשית
1,2013,7,2014,11774,0 0,0,ותיקים,6800,קריית אתא,עיריית קרית-אתא,שיקום כביש,293,10,2930,מצופה אספלט,עירונית
7,1996,9,1997,3863,0 0,0,כביש ארבע,9999,כביש בין ישובים,,סלילת כביש,1000,7,7000,מצופה אספלט,גישה
1,2014,2,2014,11879,0 0,681,נעמי,4000,חיפה,עיריית חיפה,סלילת כביש,235,9,2115,מצופה אספלט,עירונית
8,1998,11,1998,1976,0 0,0,שמעון,8200,קריית מוצקין,עיריית קריית מוצקין,שיקום כביש,130,4,455,מצופה אספלט,עירונית
1,2022,6,2022,20619,,0,עיון,43,מטולה,מועצה מקומית מטולה,הרחבה ושיקום,200,6,1100,מצופה אספלט,עירונית
10,2022,12,2022,20952,,0,רח 12,6000,באקה אל-גרביה,עיריית באקה ג'ת,סלילת כביש,350,12,4200,מצופה אספלט,עירונית
8,2022,9,2022,21822,,0,אל-מותנבי,489,דבורייה,מועצה מקומית דבורייה,שיקום כביש,32,5,160,מצופה אספלט,עירונית
10,2005,1,2006,6613,0 0,0,בית לחם,4000,חיפה,עיריית חיפה,סלילת כביש,35,14,490,מצופה אספלט,אזורית
2,2014,3,2014,11846,0 0,76,קטע צפוני,6000,באקה אל-גרביה,עיריית באקה ג'ת,סלילת כביש,200,8,1600,מצופה אספלט,עירונית
10,2017,10,2017,15689,34 16,0,כביש 2422,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",שיקום כביש,1800,9,16200,מצופה אספלט,אזורית
7,2000,9,2000,3996,0 0,0,פארק בגין,9999,כביש בין ישובים,,סלילת כביש,1800,4,7200,מצופה אספלט,עירונית
9,2006,4,2009,7098,6 67,0,כביש 553,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",סלילת כביש,3000,17,51000,מצופה אספלט,אזורית
9,2022,9,2022,20634,,0,חטיבת הנגב,2600,אילת,החברה הכלכלית אילת,הרחבה ושיקום,270,16,4320,מרוצף,עירונית
2,2002,5,2002,4314,0 0,0,הארי משולב קטע מערבי,8400,רחובות,עיריית רחובות,סלילת כביש,100,13,1300,מרוצף,עירונית
2,2012,12,2014,13294,30 2012,21,הגבעה הצרפתית,3000,ירושלים,מוריה ירושלים,סלילת כביש,2000,20,40000,מצופה אספלט,ראשית
12,1994,12,1997,2803,601 0,0,הרקפת,8300,ראשון לציון,עיריית ראשון לציון,שיקום כביש,1100,10,11000,מצופה אספלט,עירונית
4,2005,12,2005,6485,0 0,0,יפה ירקוני,6600,חולון,עיריית חולון,סלילת כביש,350,9,3150,מצופה אספלט,עירונית
7,2023,7,2023,22115,,0,רוטשילד,7200,נס ציונה,עיריית נס ציונה,שיקום כביש,318,7,2226,מצופה אספלט,עירונית
7,2016,10,2016,14293,23 0,0,עארה אלמעסרה,637,ערערה,מועצה מקומית ערערה,הרחבה ושיקום,400,9,3500,מצופה אספלט,עירונית
9,2006,12,2006,7294,0 0,0,הרחבת רח' אהרונוביץ,7900,פתח תקווה,עיריית פתח תקווה,הרחבת כביש,70,2,140,מצופה אספלט,עירונית
9,2013,10,2013,11460,0 0,0,הרחבה ל 35 יחידות,1288,גבעת אלה,מועצה אזורית עמק יזרעאל,סלילת כביש,800,14,11200,מצופה אספלט,עירונית
8,2000,1,2002,3150,7626 0,0,טיילת בית זרזיר,9999,כביש בין ישובים,,הרחבה ושיקום,1000,10,9500,מצופה אספלט,עירונית
6,2007,8,2008,7713,1 0,0,שומרוני הטוב - אלמוג,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",הרחבת כביש,10000,2,23400,מצופה אספלט,ראשית
8,2004,9,2004,5942,0 0,0,הסנהדרין,6900,כפר סבא,עיריית כפר-סבא,שיקום כביש,150,5,675,מצופה אספלט,עירונית
10,2018,10,2018,16665,0 0,0,ק.חיים חומה ומגדל,9600,קריית ים,עיריית חיפה,סלילת כביש,300,8,2400,מצופה אספלט,עירונית
7,2018,9,2018,16157,6 0,0,75\70 \יקנעם סומך,652,אבטין,"חברת ""שפיר"" בע""מ פתח תקווה",סלילת כביש,130,21,2778,מצופה אספלט,עירונית
1,2007,6,2007,7439,0 0,0,החרצית,8400,רחובות,עיריית רחובות,סלילת כביש,300,8,2400,מצופה אספלט,עירונית
5,1996,11,1996,3811,0 0,0,שלב ב,9999,כביש בין ישובים,,הרחבה ושיקום,280,6,1680,מצופה אספלט,עירונית
11,2012,7,2013,10232,0 0,0,יגיע כפיים,2650,רמת השרון,עיריית רמת השרון,שיקום כביש,120,10,1200,מצופה אספלט,עירונית
8,1994,1,1997,3264,0 0,0,פארן צחור 40-,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",הרחבה ושיקום,7900,8,60830,מצופה אספלט,ראשית
10,2010,10,2010,8925,0 0,0,סמולנסקי,6600,חולון,עיריית חולון,הרחבת כביש,190,7,1330,מצופה אספלט,עירונית
3,2018,7,2018,16061,8 0,0,עין מאהל,532,עין מאהל,מועצה מקומית עין מאהל,סלילת כביש,100,4,400,מצופה אספלט,עירונית
8,1995,7,1996,3001,0 0,0,עוקף עבוד,9999,כביש בין ישובים,,סלילת כביש,8000,8,64000,מצופה אספלט,ראשית
19,1983,3,1998,2268,0 0,0,גרשון,8600,רמת גן,עיריית רמת גן,הרחבה ושיקום,210,6,1260,מצופה אספלט,עירונית
9,2022,9,2022,20756,,0,דריג'את,8900,טמרה,עיריית טמרה,הרחבה ושיקום,650,3,1950,אחר,עירונית
4,2021,6,2021,18459,,0,הגליל,229,גני תקווה,מועצה מקומית גני תקווה,שיקום כביש,6,21,117,מצופה אספלט,עירונית
12,2021,0,0,19088,,0,שכונה 6,1060,לקיה,מועצה מקומית לקייה,סלילת כביש,450,16,7200,מצופה אספלט,עירונית
6,1995,11,1996,3000,0 0,0,60,9999,כביש בין ישובים,,סלילת כביש,10000,16,160000,מרוצף,אזורית
2,1999,1,2001,193,0 0,0,כביש דרומי,874,מגדל העמק,עיריית מגדל העמק,הרחבת כביש,1200,30,36000,מצופה אספלט,ראשית
2,2006,7,2006,6910,0 0,0,כביש מחבר 4-7,529,אעבלין,מועצה מקומית אעבלין,הרחבה ושיקום,150,12,1800,מצופה אספלט,עירונית
11,2021,12,2021,19342,2020-06-01 00:00:00,241,,0,,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",שיקום כביש,1400,14,19600,מצופה אספלט,ראשית
8,2007,8,2007,7459,0 0,0,בירנית,5000,תל אביב -יפו,עיריית תל-אביב יפו,שיקום כביש,150,10,1500,מצופה אספלט,עירונית
5,1996,12,1996,1180,0 0,0,ברנדס,6500,חדרה,עיריית חדרה,הרחבה ושיקום,150,7,1050,מצופה אספלט,עירונית
10,2020,12,2020,18068,0 0,0,בן עמר,7100,אשקלון,עיריית אשקלון,הרחבת כביש,400,14,5600,מצופה אספלט,גישה
2,2023,3,2023,21252,,0,יגאל אלון,9000,באר שבע,חברה כלכלית באר שבע,הרחבה ושיקום,320,10,3200,מצופה אספלט,עירונית
3,1996,12,1997,2734,214 0,0,חטיבת הנגב,1139,כרמיאל,עיריית כרמיאל,סלילת כביש,100,4,400,מרוצף,עירונית
5,1994,12,1996,3329,17445 0,0,בית שמש,9999,כביש בין ישובים,משרד הבינוי והשיכון תל אביב,סלילת כביש,770,7,5005,מצופה אספלט,עירונית
8,2022,8,2022,21487,4600004882,808,,0,,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",שיקום כביש,610,4,2440,מצופה אספלט,אזורית
1,2008,12,2008,8008,0 0,0,ויצמן טיילת דרומית,7200,נס ציונה,עיריית נס ציונה,הרחבת כביש,1200,3,3780,מצופה אספלט,עירונית
1,2021,6,2021,19121,,0,אבני איתן,4011,אבני איתן,מועצה אזורית גולן,הרחבה ושיקום,275,7,1925,מצופה אספלט,עירונית
3,2004,8,2004,5941,4521 0,0,רח' ירושלים בין נביאים לתאנים,6800,קריית אתא,עיריית קרית-אתא,הרחבה ושיקום,200,3,500,מצופה אספלט,עירונית
7,2021,0,0,19103,,0,,541,ג'סר א-זרקא,מועצה מקומית ג'סר אל זרקא,,200,6,1200,מצופה אספלט,גישה
7,2005,10,2005,6799,0 0,0,כביש מס' 35 מצ' פלוגות -כנסה לא. תעשיי שדה משה,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",שיקום כביש,3300,14,47520,מצופה אספלט,ראשית
10,1999,3,2000,438,0 0,0,שלמה המלך,2620,קריית אונו,עיריית קרית אונו,הרחבת כביש,450,9,4050,מצופה אספלט,אזורית
10,1994,1,1997,3296,16986 0,0,ירושלים,9999,כביש בין ישובים,משרד הבינוי והשיכון תל אביב,סלילת כביש,3846,7,24999,מצופה אספלט,עירונית
3,2007,3,2008,7664,0 0,0,רח' בתין כביש עוקף מזרחי,8400,רחובות,עיריית רחובות,סלילת כביש,900,16,14400,מצופה אספלט,ראשית
1,2006,3,2006,6638,0 0,0,יער אשתאול דרך בורמה,9999,כביש בין ישובים,,הרחבה ושיקום,800,5,4000,מצופה אספלט,עירונית
